Geneid	Anotacion	Locus	ID	C.1	C.3	C.4	F.1	F.2	F.4	M.1	M.3	M.4	H.1	H.2	H.3
cds3342	hypothetical protein	RPHASCH2410_CH13960	WP_016734265.1	83	93	77	200	242	230	227	384	272	242	233	343
cds3343	cysteine--tRNA ligase	RPHASCH2410_CH13965	WP_016734264.1	957	749	915	3529	4119	3815	3454	3635	2939	2787	3509	2969
cds3344	glycosyl hydrolase	RPHASCH2410_CH13975	WP_016734263.1	1957	1769	2018	1969	2380	2201	1867	1121	1563	1696	2554	1543
cds3345	KR domain-containing protein	RPHASCH2410_CH13980	WP_016734262.1	2049	2122	2209	2583	2865	2518	2765	2062	2140	2208	2918	2257
cds3346	amidophosphoribosyltransferase	RPHASCH2410_CH13985	WP_016734261.1	18061	19274	20372	21114	25356	23348	20686	21428	20127	17751	22243	21711
cds3347	CvpA family protein	RPHASCH2410_CH13990	WP_016734260.1	2516	2417	2670	3723	4250	3993	3155	3686	3114	2791	3694	3226
cds3348	DNA repair protein RadA	RPHASCH2410_CH13995	WP_012483297.1	2636	2807	2937	2894	3329	3102	3115	3257	2908	2401	3120	2882
cds3349	LysE family translocator	RPHASCH2410_CH14000	WP_029531548.1	1377	1309	1400	3383	3486	3394	2098	876	1519	2261	3653	1664
cds3350	alanine racemase	RPHASCH2410_CH14005	WP_016734257.1	1885	1917	1998	4622	5203	4927	3783	2169	2921	3202	4492	2975
cds3351	replicative DNA helicase	RPHASCH2410_CH14010	WP_012483300.1	7794	7308	7757	10798	11136	10833	6213	4478	5506	7293	10848	6448
cds3352	50S ribosomal protein L9	RPHASCH2410_CH14015	WP_016734256.1	170	158	169	555	506	515	587	984	817	410	647	539
cds3353	DUF2232 domain-containing protein		WP_016734255.1	266	209	238	286	361	297	396	928	647	294	344	390
cds3354	30S ribosomal protein S18	RPHASCH2410_CH14025	WP_004680498.1	281	333	352	2158	2528	2283	3289	11375	7083	1883	2027	3183
cds3355	30S ribosomal protein S6	RPHASCH2410_CH14030	WP_004680499.1	732	602	687	9029	9984	9271	11618	29958	18669	6208	7553	8419
cds3356	NADP-dependent oxidoreductase	RPHASCH2410_CH14035	WP_016734254.1	2287	2558	2605	3560	4422	3832	4262	5137	4513	2850	3685	3507
cds3357	hypothetical protein		gbkey=CDS	10	2	5	4	15	7	7	9	6	4	7	6
cds3358	[acyl-carrier-protein] S-malonyltransferase	RPHASCH2410_CH14040	WP_016734253.1	724	819	827	1929	2047	1965	1401	2112	1870	1250	1599	1714
cds3359	3-oxoacyl-[acyl-carrier-protein] reductase	RPHASCH2410_CH14045	WP_010061153.1	1072	1130	1175	1752	2142	1988	1535	2065	1817	1396	1821	1731
cds3360	acyl carrier protein	RPHASCH2410_CH14050	WP_003547058.1	4346	4593	4709	8704	10242	9817	6166	10558	8178	6236	8648	8345
cds3361	beta-ketoacyl-[acyl-carrier-protein] synthase II	RPHASCH2410_CH14055	WP_004680503.1	2750	2891	2970	4644	5259	4806	3922	3394	3726	3622	5210	4101
cds3362	endolytic transglycosylase MltG	RPHASCH2410_CH14060	WP_029531547.1	5545	5623	5933	5365	5991	5231	4137	2379	3056	3810	5719	3109
cds3363	YicC family protein	RPHASCH2410_CH14065	WP_016734251.1	1951	1947	1971	2784	3151	2754	2463	1271	1750	2123	2989	1804
cds3364	guanylate kinase	RPHASCH2410_CH14070	WP_004680508.1	2385	1795	2124	2402	2635	2555	1916	1014	1425	1829	2636	1701
cds3365	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	RPHASCH2410_CH14075	WP_016734250.1	615	621	673	835	902	900	887	469	605	712	985	726
cds3366	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	RPHASCH2410_CH14080	WP_012483306.1	2132	2173	2271	2722	3165	2826	2711	1859	2023	2182	2965	2375
cds3367	peptidylprolyl isomerase SurA	RPHASCH2410_CH14085	WP_010025589.1	9106	9365	9740	11556	13413	12698	10657	8476	9178	8917	12715	8559
cds3368	LPS-assembly protein LptD	RPHASCH2410_CH14090	WP_016734249.1	5435	5344	6030	6710	7523	6946	4957	4962	4677	4794	6713	5158
cds3369	LPS export ABC transporter permease LptG	RPHASCH2410_CH14095	WP_004680515.1	1592	1605	1791	2278	2640	2428	1956	1705	1721	1859	2459	1924
cds3370	LPS export ABC transporter permease LptF	RPHASCH2410_CH14100	WP_029531546.1	2158	2241	2480	3305	3918	3562	2639	2459	2521	2420	3272	2555
cds3371	phosphatase PAP2 family protein	RPHASCH2410_CH14105	WP_016734247.1	503	432	479	569	674	602	494	574	505	459	631	579
cds3372	cytosol aminopeptidase	RPHASCH2410_CH14110	WP_016734246.1	1831	2209	2301	1786	1915	1865	1704	1950	1870	1378	1820	1631
cds3373	DNA polymerase III subunit chi	RPHASCH2410_CH14115	WP_012483312.1	476	501	599	617	677	697	431	515	514	533	698	558
cds3374	gfo/Idh/MocA family oxidoreductase	RPHASCH2410_CH14120	WP_016734245.1	1168	1204	1266	2055	2289	2287	2014	1791	1737	1699	2258	1811
cds3375	S9 family peptidase	RPHASCH2410_CH14125	WP_016734244.1	1732	1813	1791	1985	2167	1897	1781	1864	1656	1472	2053	1550
cds3376	FMN-dependent monooxygenase	RPHASCH2410_CH14130	WP_029531545.1	721	621	644	640	678	704	520	401	511	549	740	488
cds3377	protein involved in propionate catabolism	RPHASCH2410_CH14135	WP_016734242.1	150	120	151	202	198	202	159	121	129	126	195	143
cds3378	amino acid ABC transporter ATP-binding protein	RPHASCH2410_CH14140	WP_016734241.1	174	131	115	139	133	134	118	65	91	101	171	100
cds3379	amino acid ABC transporter permease	RPHASCH2410_CH14145	WP_016734240.1	162	117	126	191	186	188	134	105	99	141	189	106
cds3380	amino acid ABC transporter permease	RPHASCH2410_CH14150	WP_016734239.1	81	64	79	106	109	117	87	95	89	80	108	76
cds3381	amino acid ABC transporter	RPHASCH2410_CH14155	WP_016734238.1	225	159	204	165	223	178	144	113	125	124	189	155
cds3382	TetR/AcrR family transcriptional regulator	RPHASCH2410_CH14160	WP_016734236.1	253	264	277	228	206	229	185	192	155	170	230	161
cds3383	polysaccharide deacetylase family protein	RPHASCH2410_CH14165	WP_016734235.1	144	115	165	112	151	170	167	97	118	112	132	101
cds3384	ABC transporter ATP-binding protein	RPHASCH2410_CH14170	WP_029531544.1	448	445	455	1093	1291	1215	1158	1563	1270	878	1148	1049
cds3385	GGDEF domain-containing protein	RPHASCH2410_CH14175	WP_016734233.1	1878	1946	2080	2253	2350	2143	1628	919	1236	1684	2319	1675
cds3386	damage-inducible protein DinB	RPHASCH2410_CH14180	WP_016734232.1	919	911	971	1468	1364	1346	804	294	677	998	1623	560
cds3387	beta-aryl ether-cleaving enzyme	RPHASCH2410_CH14185	WP_016734231.1	3037	2952	3153	6037	5698	5714	3056	1144	2350	3658	5945	2649
cds3388	nucleoside-diphosphate kinase	RPHASCH2410_CH14190	WP_004680549.1	1080	1218	1219	4383	4951	4646	3498	6806	5280	2989	4007	4381
cds3389	hypothetical protein	RPHASCH2410_CH14195	WP_016734230.1	494	484	525	1722	1733	1785	2607	6134	4104	1552	1581	2336
cds3390	hypothetical protein	RPHASCH2410_CH14200	WP_016734229.1	589	409	485	3008	3295	3106	5050	5406	3967	2578	3048	2556
cds3391	branched-chain amino acid ABC transporter permease	RPHASCH2410_CH14205	WP_046977115.1	583	532	579	1664	1790	1668	2430	2641	2246	1451	1753	1586
cds3392	molybdenum cofactor biosynthesis protein MoaE	RPHASCH2410_CH14210	WP_029531542.1	472	491	518	552	605	601	536	318	435	545	699	533
cds3393	hypothetical protein		WP_039751007.1	230	161	226	198	247	229	224	126	145	224	278	236
cds3394	molybdopterin converting factor subunit 1	RPHASCH2410_CH14215	WP_012483329.1	246	248	290	243	308	295	237	170	175	231	317	243
cds3395	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	RPHASCH2410_CH14220	WP_004671846.1	2118	2180	2374	2063	2498	2329	2055	1588	1752	1905	2519	1930
cds3396	excinuclease ABC subunit UvrC	RPHASCH2410_CH14225	WP_016734223.1	8112	8415	8850	9574	11197	10509	10224	9255	8793	8408	10501	10039
cds3397	short chain dehydrogenase	RPHASCH2410_CH14230	WP_016734222.1	5662	5060	5645	11437	12881	12266	12447	11667	10007	10263	11992	10541
cds3398	porin family protein	RPHASCH2410_CH14235	WP_012483332.1	239634	245819	266073	178786	211002	194289	149509	82858	120989	132979	208761	119376
cds3399	glutathione S-transferase family protein	RPHASCH2410_CH14240	WP_016734221.1	2018	2190	2384	3065	3648	3391	2363	1890	1975	2148	2998	2152
cds3400	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	RPHASCH2410_CH14245	WP_016734220.1	381	364	382	793	979	916	809	916	713	646	794	734
cds3401	molybdopterin oxidoreductase family protein	RPHASCH2410_CH14250	WP_046977116.1	5189	5030	5391	15080	15674	15204	11430	7417	9329	10689	15648	8917
cds3402	NUDIX domain-containing protein	RPHASCH2410_CH14255	WP_012483336.1	1124	1047	1137	2958	3261	3168	2368	1575	2066	2214	3078	2112
cds3403	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	RPHASCH2410_CH14260	WP_029531540.1	1047	1260	1177	2953	3184	2774	2841	1707	2380	2082	3016	2146
cds3404	phosphoribosylglycinamide formyltransferase	RPHASCH2410_CH14265	WP_016734217.1	243	226	247	766	850	783	845	658	698	606	809	657
cds3405	phosphoribosylformylglycinamidine cyclo-ligase	RPHASCH2410_CH14270	WP_016734216.1	380	439	374	1542	1656	1493	1280	1973	1697	921	1328	1209
cds3406	AI-2E family transporter	RPHASCH2410_CH14275	WP_029531539.1	821	786	852	623	750	699	586	439	498	501	755	610
cds3407	hypothetical protein	RPHASCH2410_CH14280	WP_012483341.1	593	425	470	621	677	627	578	333	401	537	709	503
cds3408	RNA degradosome polyphosphate kinase	RPHASCH2410_CH14285	WP_004673738.1	8611	8548	8823	9014	10069	8941	8683	4629	6435	6748	10212	6159
cds3409	exopolyphosphatase	RPHASCH2410_CH14290	WP_004673739.1	741	643	716	1621	1848	1684	1483	1191	1282	1280	1764	1319
cds3410	isocitrate dehydrogenase	RPHASCH2410_CH14295	WP_016734214.1	588	449	462	461	518	489	447	372	379	398	519	357
cds3411	adenylate/guanylate cyclase domain-containing protein	RPHASCH2410_CH14300	WP_016734213.1	9839	9652	10635	6110	6863	6566	5986	5125	4835	5229	6697	5454
cds3412	ribonuclease D	RPHASCH2410_CH14305	WP_016734212.1	1467	1058	1138	1816	2063	1931	1698	2466	1882	1486	1831	1996
cds3413	multicopper oxidase family protein	RPHASCH2410_CH14310	WP_029531538.1	1060	1044	1181	2254	2478	2500	2801	4849	3253	1656	1989	2155
cds3414	hypothetical protein		gbkey=CDS	7	3	12	11	6	14	10	10	7	11	12	10
cds3415	aspartate--tRNA ligase	RPHASCH2410_CH14315	WP_029531536.1	817	851	872	4112	5199	4516	4680	7325	5666	3097	3919	4477
cds3416	IS3 family transposase	RPHASCH2410_CH14320	WP_010009678.1	861	766	848	841	904	979	765	873	722	829	1066	882
cds3417	hypothetical protein	RPHASCH2410_CH14325	WP_080574731.1	1691	1511	1670	845	1014	892	882	1132	923	765	1043	898
cds3418	hypothetical protein	RPHASCH2410_CH14330	WP_016734208.1	8529	9804	9982	3737	4435	3977	3849	2616	3325	3104	4808	3410
cds3419	DNA topoisomerase IV subunit A	RPHASCH2410_CH14335	WP_012483348.1	2112	2259	2431	3074	3515	3439	2732	2251	2499	2408	3275	2488
cds3420	SRPBCC domain-containing protein	RPHASCH2410_CH14340	WP_004673830.1	1925	1927	1932	3575	3801	3651	3361	2395	2621	2990	4229	2491
cds3421	type II toxin-antitoxin system death-on-curing family toxin	RPHASCH2410_CH14345	WP_016734207.1	1333	1389	1455	2318	2716	2596	1915	1377	1578	1879	2564	2013
cds3422	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	RPHASCH2410_CH14350	WP_010024847.1	1330	1264	1355	1996	2328	2135	1702	1282	1461	1549	2147	1840
cds3423	EamA/RhaT family transporter	RPHASCH2410_CH14355	WP_016734203.1	2403	2341	2424	7910	8508	7805	5404	3689	4375	5742	7380	5796
cds3424	arginyltransferase	RPHASCH2410_CH14360	WP_029531535.1	10693	10261	11102	20284	21376	20631	15730	13403	12523	16653	21454	16137
cds3425	RDD family protein	RPHASCH2410_CH14365	WP_004673825.1	47971	49339	52657	61049	71110	65632	66968	59948	52183	57650	69159	56725
cds3426	porphobilinogen synthase	RPHASCH2410_CH14370	WP_016734201.1	1162	1163	1139	3269	3701	3532	3118	4127	3388	2594	3184	3429
cds3427	hypothetical protein		WP_029531534.1	627	614	699	658	877	704	569	556	549	514	731	564
cds3428	MarR family transcriptional regulator	RPHASCH2410_CH14380	WP_004673822.1	4513	4574	5046	1476	1796	1645	1310	876	1046	1288	1703	1600
cds3429	hypothetical protein		WP_016734200.1	1176	761	935	682	776	777	503	531	442	552	768	503
cds3430	hypothetical protein	RPHASCH2410_CH14390	WP_016734197.1	1572	1598	1713	1267	1392	1398	860	1247	955	868	1174	992
cds3431	hypothetical protein	RPHASCH2410_CH14395	WP_016734196.1	1084	1063	1251	652	748	712	456	462	432	468	611	619
cds3432	HNH endonuclease	RPHASCH2410_CH14400	WP_016734195.1	839	755	877	578	593	624	293	269	305	430	623	417
cds3433	hypothetical protein		WP_016734193.1	90	96	127	197	224	232	117	65	73	138	192	116
cds3434	hypothetical protein	RPHASCH2410_CH14410	WP_016734192.1	1467	1311	1409	1264	1339	1410	691	612	639	868	1197	786
cds3435	hypothetical protein		WP_016734191.1	84	70	73	127	120	164	82	32	60	106	147	87
cds3436	hypothetical protein	RPHASCH2410_CH14415	WP_016734190.1	639	618	680	467	525	574	338	254	292	356	543	402
cds3437	hypothetical protein		WP_016734188.1	300	235	288	172	163	200	104	113	96	164	201	125
cds3438	hypothetical protein	RPHASCH2410_CH14420	WP_016734187.1	741	549	657	847	897	901	530	404	422	577	805	603
cds3439	hypothetical protein	RPHASCH2410_CH14425	WP_016734186.1	2369	1733	2081	1703	1877	1901	1487	1449	1315	1460	1967	1517
cds3440	amidase	RPHASCH2410_CH14430	WP_004673821.1	19022	19510	19893	30816	34470	30081	24257	12241	17877	21554	31973	18521
cds3441	serine hydroxymethyltransferase	RPHASCH2410_RS14060	WP_012483354.1	3525	3955	4182	9155	10467	9537	8443	12281	10283	6597	8701	8523
cds3442	transcriptional regulator NrdR	RPHASCH2410_CH14440	WP_003547190.1	782	807	902	1286	1644	1433	1511	1892	1634	1146	1517	1330
cds3443	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	RPHASCH2410_CH14445	WP_016734185.1	1364	1336	1489	1728	1924	1677	1863	1651	1647	1447	1910	1569
cds3444	riboflavin synthase	RPHASCH2410_CH14450	WP_012483356.1	9980	9864	10933	17781	21496	19812	20102	19199	16550	16588	19395	19058
cds3445	glucose-1-phosphate thymidylyltransferase	RPHASCH2410_CH14455	WP_016734184.1	2599	2577	2875	3604	4244	4066	3621	2483	2896	2872	3793	3179
cds3446	dTDP-4-dehydrorhamnose reductase	RPHASCH2410_CH14460	WP_016734183.1	990	998	1028	1530	1732	1528	1165	475	787	1100	1507	1011
cds3447	dTDP-glucose 4%2C6-dehydratase	RPHASCH2410_CH14465	WP_016734182.1	3232	3502	3577	4042	4324	4173	2778	1453	1947	2715	3906	2522
cds3448	dTDP-4-dehydrorhamnose 3%2C5-epimerase	RPHASCH2410_CH14470	WP_012483360.1	2003	2115	2108	1490	1503	1508	1078	481	760	1099	1707	1020
cds3449	glycosyltransferase family 1 protein	RPHASCH2410_CH14475	WP_029531533.1	9038	9485	10096	4180	4547	4329	3719	1872	2853	3127	4845	2722
cds3450	DegT/DnrJ/EryC1/StrS family aminotransferase	RPHASCH2410_CH14480	WP_029531532.1	4713	5297	5263	2179	2413	2106	1671	974	1269	1498	2296	1227
cds3451	gfo/Idh/MocA family oxidoreductase	RPHASCH2410_CH14485	WP_016734179.1	6634	7623	7772	7117	7672	7286	5061	3304	4427	4756	7300	4642
cds3452	ATP-grasp domain-containing protein	RPHASCH2410_CH14490	WP_016734178.1	5434	5583	6049	6081	6825	6477	4588	3718	3984	4600	6523	4700
cds3453	radical SAM protein	RPHASCH2410_CH14495	WP_016734177.1	13293	14479	15232	9828	11307	10404	6829	3737	5102	6807	9694	6543
cds3454	glucosyltransferase	RPHASCH2410_CH14500	WP_029531531.1	5921	6184	6634	3299	3404	3465	1795	891	1428	2044	3312	1693
cds3455	N-acetyltransferase	RPHASCH2410_CH14505	WP_016734175.1	864	1016	1015	940	1029	981	1646	658	986	1007	1357	914
cds3456	cupin domain-containing protein	RPHASCH2410_CH14510	WP_016734174.1	2714	2918	2918	2121	2443	2243	7979	2754	4307	3878	4480	3090
cds3457	hypothetical protein	RPHASCH2410_CH14515	WP_016734173.1	5540	5826	6278	4212	5200	4475	51241	16237	24834	19216	17207	14899
cds3458	6%2C7-dimethyl-8-ribityllumazine synthase	RPHASCH2410_CH14525	WP_004674116.1	534	450	494	1215	1464	1396	1208	1942	1426	934	1240	1226
cds3459	N utilization substance protein B	RPHASCH2410_CH14530	WP_010018343.1	471	426	514	998	1044	950	927	1086	946	727	960	816
cds3460	sodium-translocating pyrophosphatase	RPHASCH2410_RS14155	WP_016734172.1	23065	27527	27529	21432	20815	21014	12756	10300	12796	14599	23445	11476
cds3461	outer membrane protein assembly factor BamE	RPHASCH2410_CH14540	WP_016734171.1	1206	1269	1227	1900	2158	1831	1597	1513	1520	1270	1810	1365
cds3462	ubiquinol-cytochrome c chaperone	RPHASCH2410_CH14545	WP_016734170.1	3168	1900	2250	5500	6050	5850	4850	4620	4038	4583	5620	4633
cds3463	DUF177 domain-containing protein	RPHASCH2410_CH14550	WP_012483373.1	1747	1898	1953	3565	3951	3810	2505	3523	2720	2778	3483	3405
cds3464	phosphate acyltransferase PlsX	RPHASCH2410_CH14555	WP_029531529.1	2893	2861	3011	5225	6310	5690	5012	4699	4514	4096	5264	4602
cds3465	ketoacyl-ACP synthase III	RPHASCH2410_CH14560	WP_029531528.1	4079	4105	4446	6226	7453	6847	6564	4926	5262	5544	7627	5767
cds3466	integration host factor subunit alpha	RPHASCH2410_CH14565	WP_016734167.1	4285	4140	4400	3633	4122	3869	3534	3612	3325	2803	3838	2987
cds3467	MerR family transcriptional regulator	RPHASCH2410_CH14570	WP_004677457.1	4304	3958	4499	4909	5103	4858	3653	2598	2936	3440	5220	3334
cds3468	response regulator	RPHASCH2410_CH14575	WP_004677459.1	3576	3783	4108	3216	3399	3276	2962	2643	2681	2572	3730	2504
cds3469	DUF4118 domain-containing protein	RPHASCH2410_CH14580	WP_016734166.1	3626	3486	3973	2450	2723	2614	2003	1732	1819	1931	2696	1981
cds3470	DUF1236 domain-containing protein	RPHASCH2410_CH14585	WP_004677463.1	5390	6325	6173	1196	1406	1179	2067	1362	1301	1345	1409	1230
cds3471	cellulose biosynthesis protein BcsN	RPHASCH2410_RS14210	WP_016734165.1	2197	2086	2168	1696	1784	1743	1334	995	1110	1184	1796	1177
cds3472	RNA-binding protein		gbkey=CDS	5797	5773	6229	5870	6221	5885	5876	4273	4641	4921	6894	4738
cds3473	membrane protein	RPHASCH2410_CH14600	WP_016733726.1	5721	5895	6300	5286	5825	5338	5284	3649	4234	4383	5864	4444
cds3474	GNAT family N-acetyltransferase	RPHASCH2410_CH14605	WP_010016091.1	455	409	404	462	551	454	553	326	402	375	583	394
cds3475	N-acetyltransferase	RPHASCH2410_CH14610	WP_080956159.1	545	415	464	1113	1282	1155	986	720	663	789	994	738
cds3476	hypothetical protein		gbkey=CDS	29	16	28	41	53	50	49	34	38	36	59	50
cds3477	diadenosine tetraphosphate hydrolase		end_range=5915,.	3	4	5	7	8	11	9	12	4	12	14	11
cds3478	glutathione S-transferase family protein	RPHASCH2410_CH14615	WP_029531436.1	1025	1032	1133	1242	1394	1284	1237	1358	1217	976	1272	1165
cds3479	NUDIX domain-containing protein	RPHASCH2410_CH14620	WP_016733729.1	683	706	819	887	1002	998	788	1045	964	677	909	875
cds3480	metallophosphoesterase	RPHASCH2410_CH14625	WP_039750748.1	940	926	954	1252	1355	1349	970	785	851	939	1258	914
cds3481	hypothetical protein	RPHASCH2410_CH14630	WP_012484684.1	7759	7634	8180	8231	8772	8323	7010	4633	5431	6869	10040	5908
cds3482	RNA polymerase sigma factor	RPHASCH2410_CH14635	WP_012484685.1	6021	5367	5746	6500	6754	6563	4585	2932	3602	4640	6688	4042
cds3483	transcriptional regulator (anti-sigma factor)	RPHASCH2410_CH14640	WP_012484686.1	2845	2817	3202	4814	5073	4758	3628	2432	2937	3413	4606	3187
cds3484	2-isopropylmalate synthase	RPHASCH2410_CH14645	WP_046977121.1	2443	2167	2436	8638	10092	9350	9970	11325	9011	7159	9085	8335
cds3485	benzoate transporter	RPHASCH2410_CH14650	WP_016733732.1	360	416	429	270	277	273	367	307	292	237	271	268
cds3486	KR domain-containing protein	RPHASCH2410_CH14655	WP_016733733.1	950	1002	1023	1158	1165	1079	731	680	644	808	1167	750
cds3487	ATP-dependent Clp protease proteolytic subunit	RPHASCH2410_CH14660	WP_004671567.1	55567	61115	63985	37830	45053	41216	49607	60254	47839	37091	41722	44916
cds3488	DUF2076 domain-containing protein	RPHASCH2410_CH14665	WP_016733734.1	21376	23811	23611	17911	21318	18460	56831	32103	34402	32221	31771	26346
cds3489	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	RPHASCH2410_CH14670	WP_029531438.1	4532	4552	4995	3372	4142	3638	6765	5759	5437	4312	4676	4659
cds3490	cation transporter	RPHASCH2410_CH14675	WP_004671573.1	2504	2562	2807	3381	4127	3722	4518	6189	4751	3297	3623	4427
cds3491	hypothetical protein	RPHASCH2410_CH14680	WP_016733736.1	454	433	490	828	915	747	708	665	565	599	791	616
cds3492	hypothetical protein	RPHASCH2410_CH14685	WP_016733737.1	383	394	417	964	975	944	700	826	772	619	850	792
cds3493	anthranilate synthase component I	RPHASCH2410_CH14690	WP_016733738.1	7865	7371	8126	17671	18863	18099	14783	18348	14945	12518	16300	13727
cds3494	TonB-dependent hemoglobin/transferrin/lactoferrin family receptor	RPHASCH2410_CH14695	WP_016733739.1	357	283	319	294	343	337	282	265	227	230	341	262
cds3495	hypothetical protein	RPHASCH2410_CH14700	WP_012484696.1	3436	3746	3665	1274	1589	1371	2695	1380	1502	1855	1580	1612
cds3496	formate--tetrahydrofolate ligase	RPHASCH2410_CH14705	WP_012484697.1	2668	2090	2252	3693	4196	3871	4318	2798	3052	3452	4530	2983
cds3497	membrane protein	RPHASCH2410_CH14710	WP_004671586.1	546	521	599	699	765	709	573	420	447	527	760	505
