scanType	TF_RdbID	TFname	TF_locusTag	TF_RZlocusTag	TF_oldRZlocusTag	TG_RdbID	TG_name	TG_locusTag	TG_RZlocusTag	TG_oldRZlocusTag	TG_RZname	OrthologousInteration
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS27090	RPHASCH2410_PD02065	RPHASCH2410_PD02065	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS27190	RPHASCH2410_PD02165	RPHASCH2410_PD02165	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS27620	RPHASCH2410_PD02595	RPHASCH2410_PD02595	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS27720	RPHASCH2410_PD02700	RPHASCH2410_PD02700	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS27725	RPHASCH2410_PD02705	RPHASCH2410_PD02705	FALSE
site	ECK120000378	NtrC	b3868	RPHASCH2410_RS02570	RPHASCH2410_CH02640	NA	NA	NA	RPHASCH2410_RS27760	RPHASCH2410_PD02745	RPHASCH2410_PD02745	FALSE
site	ECK120000378	NtrC	b3868	RPHASCH2410_RS02570	RPHASCH2410_CH02640	NA	NA	NA	RPHASCH2410_RS27765	RPHASCH2410_PD02750	RPHASCH2410_PD02750	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS27775	RPHASCH2410_PD02760	RPHASCH2410_PD02760	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS27775	RPHASCH2410_PD02760	RPHASCH2410_PD02760	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS27775	RPHASCH2410_PD02760	RPHASCH2410_PD02760	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS27780	RPHASCH2410_PD02765	RPHASCH2410_PD02765	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS27780	RPHASCH2410_PD02765	RPHASCH2410_PD02765	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS27920	RPHASCH2410_PD02905	RPHASCH2410_PD02905	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS27925	RPHASCH2410_PD02910	RPHASCH2410_PD02910	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS27930	RPHASCH2410_PD02915	RPHASCH2410_PD02915	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS27935	RPHASCH2410_PD02920	argE	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS28040	RPHASCH2410_PD03025	RPHASCH2410_PD03025	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS28045	RPHASCH2410_PD03030	RPHASCH2410_PD03030	FALSE
site	ECK120001729	GcvA	b2808	RPHASCH2410_RS14950	RPHASCH2410_CH15335	NA	NA	NA	RPHASCH2410_RS28075	RPHASCH2410_PD03060	RPHASCH2410_PD03060	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS28075	RPHASCH2410_PD03060	RPHASCH2410_PD03060	FALSE
site	ECK120001729	GcvA	b2808	RPHASCH2410_RS14950	RPHASCH2410_CH15335	NA	NA	NA	RPHASCH2410_RS28080	RPHASCH2410_PD03065	RPHASCH2410_PD03065	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS28080	RPHASCH2410_PD03065	RPHASCH2410_PD03065	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS28155	RPHASCH2410_PD03140	stcD	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS28160	RPHASCH2410_PD03145	RPHASCH2410_PD03145	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS28285	RPHASCH2410_PD03270	RPHASCH2410_PD03270	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS33380	RPHASCH2410_PD03430	rpoI	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS28430	RPHASCH2410_PD03435	vbsC	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS28565	RPHASCH2410_PD03580	RPHASCH2410_PD03580	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS28595	RPHASCH2410_PD03620	RPHASCH2410_PD03620	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS28705	RPHASCH2410_PD03730	RPHASCH2410_PD03730	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS28780	RPHASCH2410_PD03805	RPHASCH2410_PD03805	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS28785	RPHASCH2410_PD03810	RPHASCH2410_PD03810	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS28790	RPHASCH2410_PD03815	RPHASCH2410_PD03815	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS28820	RPHASCH2410_PD03845	RPHASCH2410_PD03845	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS28840	RPHASCH2410_PD03865	RPHASCH2410_PD03865	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS28840	RPHASCH2410_PD03865	RPHASCH2410_PD03865	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS28840	RPHASCH2410_PD03865	RPHASCH2410_PD03865	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS28845	RPHASCH2410_PD03870	RPHASCH2410_PD03870	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS28845	RPHASCH2410_PD03870	RPHASCH2410_PD03870	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS28855	RPHASCH2410_PD03885	RPHASCH2410_PD03885	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	NA	NA	NA	RPHASCH2410_RS28890	RPHASCH2410_PD03925	RPHASCH2410_PD03925	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS33455	RPHASCH2410_PD04015	RPHASCH2410_PD04015	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS28965	RPHASCH2410_PD04020	RPHASCH2410_PD04020	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS29000	RPHASCH2410_PD04065	RPHASCH2410_PD04065	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS29010	RPHASCH2410_PD04075	RPHASCH2410_PD04075	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS29040	RPHASCH2410_PD04110	RPHASCH2410_PD04110	FALSE
site	ECK120001729	GcvA	b2808	RPHASCH2410_RS14950	RPHASCH2410_CH15335	NA	NA	NA	RPHASCH2410_RS29050	RPHASCH2410_PD04120	RPHASCH2410_PD04120	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS29095	RPHASCH2410_PD04165	RPHASCH2410_PD04165	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS33515	RPHASCH2410_PD04220	RPHASCH2410_PD04220	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS33520	RPHASCH2410_PD04225	RPHASCH2410_PD04225	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS29230	RPHASCH2410_PD04325	RPHASCH2410_PD04325	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS33550	RPHASCH2410_PD04415	RPHASCH2410_PD04415	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS29315	RPHASCH2410_PD04420	RPHASCH2410_PD04420	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS29360	RPHASCH2410_PD04465	RPHASCH2410_PD04465	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS29360	RPHASCH2410_PD04465	RPHASCH2410_PD04465	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	NA	NA	NA	RPHASCH2410_RS29360	RPHASCH2410_PD04465	RPHASCH2410_PD04465	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS29365	RPHASCH2410_PD04470	RPHASCH2410_PD04470	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS29365	RPHASCH2410_PD04470	RPHASCH2410_PD04470	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS29430	RPHASCH2410_PD04535	RPHASCH2410_PD04535	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	NA	NA	NA	RPHASCH2410_RS29465	RPHASCH2410_PD04570	RPHASCH2410_PD04570	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS29505	RPHASCH2410_PD04610	RPHASCH2410_PD04610	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS29520	RPHASCH2410_PD04630	RPHASCH2410_PD04630	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS29630	RPHASCH2410_PD04755	RPHASCH2410_PD04755	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS29630	RPHASCH2410_PD04755	RPHASCH2410_PD04755	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS29635	RPHASCH2410_PD04760	RPHASCH2410_PD04760	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS29635	RPHASCH2410_PD04760	RPHASCH2410_PD04760	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS29655	RPHASCH2410_PD04780	RPHASCH2410_PD04780	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS29725	RPHASCH2410_PD04855	RPHASCH2410_PD04855	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS29725	RPHASCH2410_PD04855	RPHASCH2410_PD04855	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS29735	RPHASCH2410_PD04860	RPHASCH2410_PD04860	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS29770	RPHASCH2410_PD04900	RPHASCH2410_PD04900	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS29845	RPHASCH2410_PD04975	RPHASCH2410_PD04975	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS29850	RPHASCH2410_PD04985	RPHASCH2410_PD04985	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS29890	RPHASCH2410_PD05020	fcS	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS29895	RPHASCH2410_PD05025	RPHASCH2410_PD05025	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS30095	RPHASCH2410_PD05225	RPHASCH2410_PD05225	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS30100	RPHASCH2410_PD05230	rbcL	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS30120	RPHASCH2410_PD05250	RPHASCH2410_PD05250	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS30180	RPHASCH2410_PD05315	RPHASCH2410_PD05315	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS30185	RPHASCH2410_PD05320	RPHASCH2410_PD05320	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS30235	RPHASCH2410_PD05370	RPHASCH2410_PD05370	FALSE
